price,caractéristiques_nombre_de_places,caractéristiques_nombre_de_portes,motorisation_nombre_de_cylindres,motorisation_puissance_fiscale,motorisation_puissance_(ch.din),transmission_nombre_de_rapports,consommation_consommation_mixte,aides_à_la_conduite_aide_au_stationnement,equipements_extérieurs_jantes,audio_et_communication_ecran_central,equipements_intérieurs_sellerie,equipements_intérieurs_volant,equipements_intérieurs_toit,equipements_fonctionnels_frein_de_stationnement,equipements_fonctionnels_modes_de_conduite,performances_autonomie_électrique_(wltp),consommation_consommation_électrique_(wltp),consommation_temps_de_recharge_normale_(ac),consommation_temps_de_recharge_rapide_(dc),is_electric,is_hybrid,is_diesel,is_essence,is_powerful,is_economic,is_family,brand_category_budget,body_berline,body_cabriolet,body_citadine,body_compacte,body_coupé,body_minibus,body_monospace,body_pick up,body_suv,body_utilitaire,transmission_boîte_automatique,transmission_boîte_manuelle,transmission_transmission_intégrale,transmission_transmission_propulsion,transmission_transmission_traction
0.2186179077800053,0.18181818181818182,0.6666666666666666,0.33333333333333326,0.32258064516129037,0.2306791569086651,0.7777777777777777,0.47200000000000003,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2995338276853216,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.5161290322580645,0.3243559718969555,0.7777777777777777,0.56,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.14855921354556653,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.22580645161290322,0.1721311475409836,0.7777777777777777,0.43200000000000005,1,1,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0.1654790947078573,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.22580645161290322,0.1721311475409836,0.7777777777777777,0.43200000000000005,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0.19686722542933746,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.22580645161290322,0.1721311475409836,0.7777777777777777,0.43200000000000005,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0.19084080094683703,0.18181818181818182,0.6666666666666666,0.33333333333333326,0.22580645161290322,0.1721311475409836,0.7777777777777777,0.43200000000000005,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.17151759619332865,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.22580645161290322,0.1721311475409836,0.7777777777777777,0.48,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.2681336199608705,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.25806451612903225,0.1721311475409836,0.5555555555555556,0.46399999999999997,1,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.292287625902756,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.22580645161290322,0.1721311475409836,0.6666666666666665,0.584,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.3043646288736987,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.25806451612903225,0.4262295081967213,0.6666666666666665,0.0,1,1,1,1,1,1,1,1,0.85297845373891,0.5230263157894737,0.7692307692307693,0.11666666666666667,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.3176493321417357,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.25806451612903225,0.45081967213114754,0.6666666666666665,0.0,1,1,1,1,1,1,1,1,0.7845373891001267,0.6414473684210525,0.7692307692307693,0.11666666666666667,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.32851863481558413,0.18181818181818182,0.9999999999999999,0.33333333333333326,0.25806451612903225,0.45081967213114754,0.6666666666666665,0.0,1,1,1,1,1,1,1,1,0.7984790874524714,0.6151315789473684,0.7692307692307693,0.11666666666666667,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.45049636482210575,0.18181818181818182,0.6666666666666666,0.33333333333333326,0.29032258064516125,0.5538641686182669,0.1111111111111111,0.0,1,1,1,1,1,1,0,0,0.6172370088719898,0.618421052631579,0.34615384615384615,0.33333333333333337,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.6135359049298327,0.18181818181818182,0.9999999999999999,1.0,0.6774193548387097,0.3946135831381733,0.7777777777777777,0.7120000000000001,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.014154247481944882,0.045454545454545456,0.33333333333333337,0.33333333333333326,0.03225806451612903,0.03161592505854801,0.6666666666666665,0.0,1,1,0,1,1,0,0,1,0.23067173637515842,0.0,0.6153846153846154,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.025144320185502764,0.13636363636363635,0.9999999999999999,0.33333333333333326,0.03225806451612903,0.07611241217798595,0.6666666666666665,0.0,1,1,1,1,1,0,1,1,0.38022813688212925,0.34210526315789475,0.6923076923076923,0.16666666666666669,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.03383976232458153,0.13636363636363635,0.9999999999999999,0.33333333333333326,0.03225806451612903,0.07611241217798595,0.6666666666666665,0.0,1,1,1,1,1,0,1,1,0.38022813688212925,0.34210526315789475,0.6923076923076923,0.16666666666666669,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.0,0.0909090909090909,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0.08871989860583016,0.0,0.46153846153846156,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.003635177894253761,0.0909090909090909,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0.1520912547528517,0.0,0.46153846153846156,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0067703678655104925,0.0,0.33333333333333337,0.33333333333333326,0.22580645161290322,0.008196721311475409,0.0,0.0,1,1,1,1,0,0,0,0,0.12674271229404308,0.0,0.46153846153846156,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.013296780271007946,0.0,0.33333333333333337,0.33333333333333326,0.22580645161290322,0.008196721311475409,0.0,0.0,1,1,1,1,0,0,0,0,0.25348542458808615,0.0,0.46153846153846156,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0.018517668655346486,0.0,0.33333333333333337,0.33333333333333326,0.22580645161290322,0.008196721311475409,0.0,0.0,1,1,1,1,0,0,0,0,0.3168567807351077,0.0,0.46153846153846156,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
